"School Year","School ID","School Name","Sub Group Category","Sub Group","Number of Students","Average Attendance Rate","Chronic Absence Rate"
"2023-2024",309,"Milliones 6-12","Grade","Grade 06","29","0.8809115412889","0.586206896551724"
"2023-2024",309,"Milliones 6-12","Grade","Grade 07","25","0.83778014941302","0.56"
"2023-2024",309,"Milliones 6-12","Grade","Grade 08","26","0.783076074972437","0.653846153846154"
"2023-2024",309,"Milliones 6-12","Grade","Grade 09","83","0.827567370721049","0.614457831325301"
"2023-2024",309,"Milliones 6-12","Grade","Grade 10","61","0.841376459646585","0.442622950819672"
"2023-2024",309,"Milliones 6-12","Grade","Grade 11","77","0.771225991742955","0.701298701298701"
"2023-2024",309,"Milliones 6-12","Grade","Grade 12","80","0.807490575315522","0.6125"
"2023-2024",309,"Milliones 6-12","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","Homelessness Status","Experiencing Homelessness","44","0.776188892583971","0.704545454545455"
"2023-2024",309,"Milliones 6-12","Homelessness Status","Not Experiencing Homelessness","337","0.820781426953567","0.587537091988131"
"2023-2024",309,"Milliones 6-12","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","IEP Status","Not IEP or Gifted","257","0.828157080853497","0.591439688715953"
"2023-2024",309,"Milliones 6-12","Race","African American","322","0.811311757510418","0.611801242236025"
"2023-2024",309,"Milliones 6-12","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","Race","Multi-Racial","24","0.858119101854865","0.541666666666667"
"2023-2024",309,"Milliones 6-12","Race","White","23","0.846699787083038","0.478260869565217"
"2023-2024",309,"Milliones 6-12",,"Total","381","0.815946053153511","0.601049868766404"
"2023-2024",155,"Minadeo PreK-5","Economically Disadvantaged","Econ. Disadv.","246","0.888891618958697","0.430894308943089"
"2023-2024",155,"Minadeo PreK-5","Economically Disadvantaged","Not Econ. Disadv.","49","0.932894567040908","0.122448979591837"
"2023-2024",155,"Minadeo PreK-5","ELL Status","ELL","14","0.949566989302089","0.142857142857143"
"2023-2024",155,"Minadeo PreK-5","ELL Status","Not in ELL","281","0.893664622996666","0.391459074733096"
"2023-2024",155,"Minadeo PreK-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",155,"Minadeo PreK-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",155,"Minadeo PreK-5","Gender","Female","140","0.903611826876883","0.35"
"2023-2024",155,"Minadeo PreK-5","Gender","Male","155","0.889045438534695","0.406451612903226"
"2023-2024",155,"Minadeo PreK-5","Grade","Grade 01","46","0.886705354787655","0.369565217391304"
"2023-2024",155,"Minadeo PreK-5","Grade","Grade 02","56","0.919768863207023","0.285714285714286"
"2023-2024",155,"Minadeo PreK-5","Grade","Grade 03","47","0.897769279796048","0.319148936170213"
"2023-2024",155,"Minadeo PreK-5","Grade","Grade 04","44","0.907889301941347","0.409090909090909"
"2023-2024",155,"Minadeo PreK-5","Grade","Grade 05","51","0.880516807683512","0.470588235294118"
"2023-2024",155,"Minadeo PreK-5","Grade","Grade K","51","0.882066641707226","0.431372549019608"
"2023-2024",155,"Minadeo PreK-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",155,"Minadeo PreK-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",155,"Minadeo PreK-5","Homelessness Status","Experiencing Homelessness","28","0.838564009934523","0.464285714285714"
"2023-2024",155,"Minadeo PreK-5","Homelessness Status","Not Experiencing Homelessness","267","0.901701537972239","0.370786516853933"
"2023-2024",155,"Minadeo PreK-5","IEP Status","Gifted","21","0.93994708994709","0.0476190476190476"
"2023-2024",155,"Minadeo PreK-5","IEP Status","IEP","89","0.881765780964431","0.48314606741573"
"2023-2024",155,"Minadeo PreK-5","IEP Status","Not IEP or Gifted","185","0.897082977465344","0.367567567567568"
"2023-2024",155,"Minadeo PreK-5","Race","African American","184","0.886286544984655","0.467391304347826"
"2023-2024",155,"Minadeo PreK-5","Race","American Indian","n<11","n<11","n<11"
"2023-2024",155,"Minadeo PreK-5","Race","Asian (not Pacific Islander)","14","0.935550082101806","0.142857142857143"
"2023-2024",155,"Minadeo PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",155,"Minadeo PreK-5","Race","Multi-Racial","24","0.85599523951205","0.416666666666667"
"2023-2024",155,"Minadeo PreK-5","Race","White","66","0.922721703892187","0.212121212121212"
"2023-2024",155,"Minadeo PreK-5",,"Total","295","0.89592965653897","0.379661016949153"
"2023-2024",141,"Montessori PreK-5","Economically Disadvantaged","Econ. Disadv.","74","0.937018399119358","0.175675675675676"
"2023-2024",141,"Montessori PreK-5","Economically Disadvantaged","Not Econ. Disadv.","169","0.959240126645559","0.0769230769230769"
"2023-2024",141,"Montessori PreK-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",141,"Montessori PreK-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",141,"Montessori PreK-5","Foster Care Status","Not In Foster Care","243","0.952625049739016","0.106995884773663"
"2023-2024",141,"Montessori PreK-5","Gender","Female","112","0.954979189929956","0.107142857142857"
"2023-2024",141,"Montessori PreK-5","Gender","Male","131","0.950610312323531","0.106870229007634"
"2023-2024",141,"Montessori PreK-5","Grade","Grade 01","48","0.969132836896469","0.0416666666666667"
"2023-2024",141,"Montessori PreK-5","Grade","Grade 02","46","0.971716436028162","0"
"2023-2024",141,"Montessori PreK-5","Grade","Grade 03","37","0.955282019320661","0.135135135135135"
"2023-2024",141,"Montessori PreK-5","Grade","Grade 04","32","0.925440989270777","0.25"
"2023-2024",141,"Montessori PreK-5","Grade","Grade 05","26","0.962179487179487","0.0384615384615385"
"2023-2024",141,"Montessori PreK-5","Grade","Grade K","54","0.93097678309977","0.185185185185185"
"2023-2024",141,"Montessori PreK-5","Has 504 Plan","No","226","0.952197261931775","0.110619469026549"
"2023-2024",141,"Montessori PreK-5","Has 504 Plan","Yes","17","0.958169934640523","0.0588235294117647"
"2023-2024",141,"Montessori PreK-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",141,"Montessori PreK-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",141,"Montessori PreK-5","IEP Status","Gifted","62","0.970727272727273","0.032258064516129"
"2023-2024",141,"Montessori PreK-5","IEP Status","IEP","54","0.945278969957081","0.185185185185185"
"2023-2024",141,"Montessori PreK-5","IEP Status","Not IEP or Gifted","127","0.94679284024461","0.110236220472441"
"2023-2024",141,"Montessori PreK-5","Race","African American","42","0.931781045751634","0.214285714285714"
"2023-2024",141,"Montessori PreK-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",141,"Montessori PreK-5","Race","Hispanic","11","0.954266592303402","0.181818181818182"
"2023-2024",141,"Montessori PreK-5","Race","Multi-Racial","27","0.944573725407235","0.111111111111111"
"2023-2024",141,"Montessori PreK-5","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",141,"Montessori PreK-5","Race","White","156","0.959535906028177","0.0705128205128205"
"2023-2024",141,"Montessori PreK-5",,"Total","243","0.952625049739016","0.106995884773663"
"2023-2024",157,"Morrow PreK-8","Economically Disadvantaged","Econ. Disadv.","451","0.870320911116339","0.48780487804878"
"2023-2024",157,"Morrow PreK-8","Economically Disadvantaged","Not Econ. Disadv.","62","0.889964264443121","0.403225806451613"
"2023-2024",157,"Morrow PreK-8","ELL Status","ELL","18","0.874828060522696","0.5"
"2023-2024",157,"Morrow PreK-8","ELL Status","Not in ELL","495","0.871938084488875","0.476767676767677"
"2023-2024",157,"Morrow PreK-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","Gender","Female","237","0.87362559309032","0.485232067510549"
"2023-2024",157,"Morrow PreK-8","Gender","Male","276","0.870677447352793","0.471014492753623"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 01","62","0.880297397769517","0.467741935483871"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 02","61","0.890584945234211","0.442622950819672"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 03","47","0.867857142857143","0.531914893617021"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 04","43","0.90809033733562","0.325581395348837"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 05","61","0.883159268929504","0.409836065573771"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 06","57","0.890142329994729","0.421052631578947"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 07","54","0.873256088909908","0.518518518518518"
"2023-2024",157,"Morrow PreK-8","Grade","Grade 08","54","0.811959739490823","0.592592592592593"
"2023-2024",157,"Morrow PreK-8","Grade","Grade K","74","0.850955637383833","0.554054054054054"
"2023-2024",157,"Morrow PreK-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","Homelessness Status","Experiencing Homelessness","29","0.791279887482419","0.758620689655172"
"2023-2024",157,"Morrow PreK-8","Homelessness Status","Not Experiencing Homelessness","484","0.875795502757743","0.460743801652893"
"2023-2024",157,"Morrow PreK-8","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","IEP Status","Not IEP or Gifted","375","0.879679376836541","0.442666666666667"
"2023-2024",157,"Morrow PreK-8","Race","African American","337","0.873916484874225","0.465875370919881"
"2023-2024",157,"Morrow PreK-8","Race","American Indian","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",157,"Morrow PreK-8","Race","Multi-Racial","70","0.864998205956225","0.5"
"2023-2024",157,"Morrow PreK-8","Race","White","91","0.873169364445379","0.483516483516484"
"2023-2024",157,"Morrow PreK-8",,"Total","513","0.871991288823611","0.477582846003899"
"2023-2024",312,"Obama 6-12","Economically Disadvantaged","Econ. Disadv.","536","0.891838283112942","0.389925373134328"
"2023-2024",312,"Obama 6-12","Economically Disadvantaged","Not Econ. Disadv.","212","0.936871613790129","0.174528301886792"
"2023-2024",312,"Obama 6-12","ELL Status","ELL","12","0.929166666666667","0.333333333333333"
"2023-2024",312,"Obama 6-12","ELL Status","Not in ELL","736","0.904338870588605","0.328804347826087"
"2023-2024",312,"Obama 6-12","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",312,"Obama 6-12","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",312,"Obama 6-12","Gender","Female","395","0.900819877239207","0.367088607594937"
"2023-2024",312,"Obama 6-12","Gender","Male","353","0.909104229754811","0.286118980169972"
"2023-2024",312,"Obama 6-12","Grade","Grade 06","97","0.916692077819113","0.257731958762887"
"2023-2024",312,"Obama 6-12","Grade","Grade 07","89","0.902127659574468","0.359550561797753"
"2023-2024",312,"Obama 6-12","Grade","Grade 08","89","0.903107140511069","0.303370786516854"
"2023-2024",312,"Obama 6-12","Grade","Grade 09","128","0.911332469736901","0.3125"
"2023-2024",312,"Obama 6-12","Grade","Grade 10","129","0.912502746649088","0.310077519379845"
"2023-2024",312,"Obama 6-12","Grade","Grade 11","97","0.902984194385468","0.309278350515464"
"2023-2024",312,"Obama 6-12","Grade","Grade 12","119","0.883711688440713","0.436974789915966"
"2023-2024",312,"Obama 6-12","Has 504 Plan","No","736","0.904960851912641","0.326086956521739"
"2023-2024",312,"Obama 6-12","Has 504 Plan","Yes","12","0.891691394658754","0.5"
"2023-2024",312,"Obama 6-12","Homelessness Status","Experiencing Homelessness","22","0.82185628742515","0.545454545454545"
"2023-2024",312,"Obama 6-12","Homelessness Status","Not Experiencing Homelessness","726","0.906950539204406","0.322314049586777"
"2023-2024",312,"Obama 6-12","IEP Status","Gifted","80","0.933980307430757","0.2125"
"2023-2024",312,"Obama 6-12","IEP Status","IEP","150","0.879014073555711","0.473333333333333"
"2023-2024",312,"Obama 6-12","IEP Status","Not IEP or Gifted","518","0.907540214477212","0.305019305019305"
"2023-2024",312,"Obama 6-12","Race","African American","547","0.899488439581855","0.351005484460695"
"2023-2024",312,"Obama 6-12","Race","American Indian","n<11","n<11","n<11"
"2023-2024",312,"Obama 6-12","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",312,"Obama 6-12","Race","Hispanic","18","0.88265306122449","0.388888888888889"
"2023-2024",312,"Obama 6-12","Race","Multi-Racial","53","0.891239007013247","0.471698113207547"
"2023-2024",312,"Obama 6-12","Race","White","119","0.933262965983784","0.168067226890756"
"2023-2024",312,"Obama 6-12",,"Total","748","0.904753438106355","0.328877005347594"
"2023-2024",464,"Oca Satellite At Greenway","Economically Disadvantaged","Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Economically Disadvantaged","Not Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","ELL Status","Not in ELL","46","0.588741567806467","0.847826086956522"
"2023-2024",464,"Oca Satellite At Greenway","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Gender","Female","11","0.582266009852217","1"
"2023-2024",464,"Oca Satellite At Greenway","Gender","Male","35","0.59074299634592","0.8"
"2023-2024",464,"Oca Satellite At Greenway","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Grade","Grade 07","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Grade","Grade 08","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Grade","Grade 10","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Grade","Grade 11","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Grade","Grade 12","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Has 504 Plan","No","46","0.588741567806467","0.847826086956522"
"2023-2024",464,"Oca Satellite At Greenway","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","IEP Status","IEP","46","0.588741567806467","0.847826086956522"
"2023-2024",464,"Oca Satellite At Greenway","Race","African American","40","0.579640075208165","0.825"
"2023-2024",464,"Oca Satellite At Greenway","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway","Race","White","n<11","n<11","n<11"
"2023-2024",464,"Oca Satellite At Greenway",,"Total","46","0.588741567806467","0.847826086956522"
"2023-2024",467,"Oca Satellite At King","Economically Disadvantaged","Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Economically Disadvantaged","Not Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","ELL Status","Not in ELL","13","0.798158640226629","0.923076923076923"
"2023-2024",467,"Oca Satellite At King","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Gender","Male","13","0.798158640226629","0.923076923076923"
"2023-2024",467,"Oca Satellite At King","Grade","Grade 03","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Grade","Grade 04","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Grade","Grade 05","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Grade","Grade 07","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Grade","Grade 08","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Has 504 Plan","No","13","0.798158640226629","0.923076923076923"
"2023-2024",467,"Oca Satellite At King","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","IEP Status","IEP","13","0.798158640226629","0.923076923076923"
"2023-2024",467,"Oca Satellite At King","Race","African American","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",467,"Oca Satellite At King",,"Total","13","0.798158640226629","0.923076923076923"
"2023-2024",466,"Oca Satellite At Milliones","Economically Disadvantaged","Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Economically Disadvantaged","Not Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","ELL Status","Not in ELL","14","0.653357531760436","0.785714285714286"
"2023-2024",466,"Oca Satellite At Milliones","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Gender","Female","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Gender","Male","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Grade","Grade 10","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Grade","Grade 11","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Grade","Grade 12","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Has 504 Plan","No","14","0.653357531760436","0.785714285714286"
"2023-2024",466,"Oca Satellite At Milliones","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","IEP Status","IEP","14","0.653357531760436","0.785714285714286"
"2023-2024",466,"Oca Satellite At Milliones","Race","African American","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",466,"Oca Satellite At Milliones",,"Total","14","0.653357531760436","0.785714285714286"
"2023-2024",465,"Oca Satellite At Perry","Economically Disadvantaged","Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Economically Disadvantaged","Not Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","ELL Status","Not in ELL","15","0.627329192546584","0.8"
"2023-2024",465,"Oca Satellite At Perry","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Gender","Female","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Gender","Male","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Grade","Grade 10","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Grade","Grade 11","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Has 504 Plan","No","15","0.627329192546584","0.8"
"2023-2024",465,"Oca Satellite At Perry","Homelessness Status","Not Experiencing Homelessness","15","0.627329192546584","0.8"
"2023-2024",465,"Oca Satellite At Perry","IEP Status","IEP","15","0.627329192546584","0.8"
"2023-2024",465,"Oca Satellite At Perry","Race","African American","12","0.607744107744108","0.833333333333333"
"2023-2024",465,"Oca Satellite At Perry","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",465,"Oca Satellite At Perry",,"Total","15","0.627329192546584","0.8"
"2023-2024",337,"Online Academy","Economically Disadvantaged","Econ. Disadv.","72","1","0"
"2023-2024",337,"Online Academy","Economically Disadvantaged","Not Econ. Disadv.","82","1","0"
"2023-2024",337,"Online Academy","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Foster Care Status","Not In Foster Care","154","1","0"
"2023-2024",337,"Online Academy","Gender","Female","78","1","0"
"2023-2024",337,"Online Academy","Gender","Male","76","1","0"
"2023-2024",337,"Online Academy","Grade","Grade 04","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Grade","Grade 05","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Grade","Grade 07","15","1","0"
"2023-2024",337,"Online Academy","Grade","Grade 08","18","1","0"
"2023-2024",337,"Online Academy","Grade","Grade 09","22","1","0"
"2023-2024",337,"Online Academy","Grade","Grade 10","30","1","0"
"2023-2024",337,"Online Academy","Grade","Grade 11","29","1","0"
"2023-2024",337,"Online Academy","Grade","Grade 12","25","1","0"
"2023-2024",337,"Online Academy","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","IEP Status","Not IEP or Gifted","117","1","0"
"2023-2024",337,"Online Academy","Race","African American","66","1","0"
"2023-2024",337,"Online Academy","Race","American Indian","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",337,"Online Academy","Race","Multi-Racial","17","1","0"
"2023-2024",337,"Online Academy","Race","White","63","1","0"
"2023-2024",337,"Online Academy",,"Total","154","1","0"
"2023-2024",319,"Perry High School","Economically Disadvantaged","Econ. Disadv.","471","0.79757690868802","0.709129511677282"
"2023-2024",319,"Perry High School","Economically Disadvantaged","Not Econ. Disadv.","48","0.847404844290657","0.416666666666667"
"2023-2024",319,"Perry High School","ELL Status","ELL","36","0.814715359828142","0.527777777777778"
"2023-2024",319,"Perry High School","ELL Status","Not in ELL","483","0.800709953321967","0.693581780538302"
"2023-2024",319,"Perry High School","Foster Care Status","In Foster Care","14","0.721160651096957","0.642857142857143"
"2023-2024",319,"Perry High School","Foster Care Status","Not In Foster Care","505","0.802937791917688","0.683168316831683"
"2023-2024",319,"Perry High School","Gender","Female","275","0.808456457062175","0.687272727272727"
"2023-2024",319,"Perry High School","Gender","Male","244","0.793547843665768","0.676229508196721"
"2023-2024",319,"Perry High School","Grade","Grade 09","154","0.824224066025725","0.61038961038961"
"2023-2024",319,"Perry High School","Grade","Grade 10","148","0.783087885985748","0.722972972972973"
"2023-2024",319,"Perry High School","Grade","Grade 11","125","0.819535793879437","0.648"
"2023-2024",319,"Perry High School","Grade","Grade 12","92","0.765553171927674","0.782608695652174"
"2023-2024",319,"Perry High School","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",319,"Perry High School","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",319,"Perry High School","Homelessness Status","Experiencing Homelessness","34","0.766509433962264","0.764705882352941"
"2023-2024",319,"Perry High School","Homelessness Status","Not Experiencing Homelessness","485","0.803932184071805","0.676288659793814"
"2023-2024",319,"Perry High School","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",319,"Perry High School","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",319,"Perry High School","IEP Status","Not IEP or Gifted","359","0.80244048655025","0.693593314763231"
"2023-2024",319,"Perry High School","Race","African American","386","0.801761420342129","0.694300518134715"
"2023-2024",319,"Perry High School","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",319,"Perry High School","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",319,"Perry High School","Race","Multi-Racial","49","0.811086254039274","0.673469387755102"
"2023-2024",319,"Perry High School","Race","White","61","0.773458617582701","0.655737704918033"
"2023-2024",319,"Perry High School",,"Total","519","0.801402800286936","0.682080924855491"
"2023-2024",168,"Phillips K-5","Economically Disadvantaged","Econ. Disadv.","162","0.918962722852512","0.277777777777778"
"2023-2024",168,"Phillips K-5","Economically Disadvantaged","Not Econ. Disadv.","69","0.945886878223621","0.101449275362319"
"2023-2024",168,"Phillips K-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Gender","Female","115","0.928824721377913","0.2"
"2023-2024",168,"Phillips K-5","Gender","Male","116","0.924974797049928","0.25"
"2023-2024",168,"Phillips K-5","Grade","Grade 01","46","0.930032427039162","0.217391304347826"
"2023-2024",168,"Phillips K-5","Grade","Grade 02","38","0.932904714803825","0.157894736842105"
"2023-2024",168,"Phillips K-5","Grade","Grade 03","35","0.930663076405251","0.171428571428571"
"2023-2024",168,"Phillips K-5","Grade","Grade 04","37","0.920445751431667","0.351351351351351"
"2023-2024",168,"Phillips K-5","Grade","Grade 05","28","0.94251166737378","0.107142857142857"
"2023-2024",168,"Phillips K-5","Grade","Grade K","47","0.911454102355808","0.297872340425532"
"2023-2024",168,"Phillips K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","IEP Status","Gifted","19","0.947871684145589","0.0526315789473684"
"2023-2024",168,"Phillips K-5","IEP Status","IEP","63","0.91832766164317","0.26984126984127"
"2023-2024",168,"Phillips K-5","IEP Status","Not IEP or Gifted","149","0.927773343974461","0.228187919463087"
"2023-2024",168,"Phillips K-5","Race","African American","103","0.918684303767568","0.29126213592233"
"2023-2024",168,"Phillips K-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",168,"Phillips K-5","Race","Multi-Racial","36","0.918832264596693","0.305555555555556"
"2023-2024",168,"Phillips K-5","Race","White","81","0.939015640694504","0.111111111111111"
"2023-2024",168,"Phillips K-5",,"Total","231","0.926944307668386","0.225108225108225"
